Data from NQ51A05171__1__10-48-28-123.txt Node

Date: Tue Aug 03 10:48:28 EDT 2021
User: spmuser
Spectrometer: NQ51A0517
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
899.642	2422.77
901.267	2448.69
902.891	2403.06
904.516	2448.69
906.14	2427.95
907.765	2404.1
909.389	2408.25
911.014	2415.51
912.638	2472.55
914.263	2382.32
915.887	2395.8
917.511	2468.4
919.136	2423.8
920.76	2341.87
922.384	2444.55
924.008	2434.17
925.632	2404.1
927.257	2406.17
928.881	2445.58
930.505	2442.47
932.129	2374.02
933.753	2439.36
935.377	2377.13
937.001	2452.84
938.625	2389.58
940.249	2436.25
941.873	2406.17
943.496	2415.51
945.12	2418.62
946.744	2431.06
948.368	2407.21
949.991	2454.92
951.615	2367.8
953.238	2467.36
954.862	2433.14
956.485	2442.47
958.109	2378.17
959.732	2462.18
961.356	2432.1
962.979	2435.21
964.602	2448.69
966.226	2427.95
967.849	2449.73
969.472	2447.66
971.095	2487.07
972.718	2395.8
974.341	2505.74
975.964	2463.21
977.587	2430.03
979.21	2515.07
980.833	2526.48
982.456	2535.81
984.078	2520.26
985.701	2605.3
987.324	2612.56
988.946	2646.79
990.569	2689.31
992.191	2808.58
993.814	2794.06
995.436	3059.57
997.059	3120.76
998.681	3467.17
1000.303	3654.89
1001.925	4130.94
1003.547	4532.32
1005.169	5384.85
1006.791	6153.37
1008.413	7221.63
1010.035	8700.59
1011.657	10649.39
1013.279	12066.12
1014.901	13756.67
1016.522	16006.23
1018.144	18821.04
1019.765	18248.53
1021.387	16970.77
1023.008	17072.41
1024.63	17302.66
1026.251	17046.48
1027.872	16050.83
1029.493	14429.77
1031.114	15006.42
1032.735	13922.61
1034.356	13451.75
1035.977	12927.99
1037.598	11896.03
1039.219	11003.05
1040.839	9514.75
1042.46	8009.86
1044.081	6889.74
1045.701	5930.38
1047.322	5412.85
1048.942	4818.57
1050.562	4279.25
1052.182	3878.92
1053.802	3571.92
1055.423	3278.41
1057.042	3090.69
1058.662	2965.19
1060.282	2793.03
1061.902	2676.87
1063.522	2631.23
1065.141	2610.49
1066.761	2510.92
1068.38	2492.25
1070	2493.29
1071.619	2451.81
1073.238	2466.33
1074.857	2397.87
1076.476	2467.36
1078.095	2422.77
1079.714	2460.1
1081.333	2416.54
1082.952	2444.55
1084.57	2319.05
1086.189	2476.7
1087.807	2313.87
1089.426	2479.81
1091.044	2389.58
1092.662	2406.17
1094.281	2411.36
1095.899	2378.17
1097.517	2434.17
1099.134	2418.62
1100.752	2409.28
1102.37	2413.43
1103.988	2353.28
1105.605	2406.17
1107.223	2377.13
1108.84	2432.1
1110.457	2411.36
1112.074	2424.84
1113.691	2404.1
1115.308	2378.17
1116.925	2374.02
1118.542	2431.06
1120.159	2354.31
1121.775	2478.77
1123.392	2320.09
1125.008	2402.02
1126.625	2408.25
